"","lon","lat"
"1",59.3651163252944,46.3882424059241
"2",59.6391536857641,46.3882424059241
"3",59.8899675411092,46.2690688486366
"4",59.9224804482836,46.1399641615752
"5",59.9828615616074,46.1647919860101
"6",60.0618214790308,46.2293443295408
"7",60.1593602005539,46.179688680671
"8",60.1825837056785,46.0356872989486
"9",60.2522542210521,45.8271335736955
"10",60.2987012313012,45.7725123599387
"11",60.3683717466748,45.702994451521
"12",60.4984233753723,45.6483732377642
"13",60.5170021794719,45.5987175888944
"14",60.5077127774221,45.5192685507027
"15",60.4380422620485,45.4795440316069
"16",60.410174055899,45.3802327338673
"17",60.4426869630734,45.3206459552236
"18",60.5077127774221,45.2809214361277
"19",60.5216468804969,45.206437962823
"20",60.4426869630734,45.1369200544053
"21",60.4055293548741,45.0525054513267
"22",60.4241081589738,44.973056413135
"23",60.4659104681979,44.8886418100564
"24",60.5866726948456,44.8638139856215
"25",60.614540900995,44.8141583367517
"26",60.6888561173936,44.7645026878819
"27",60.6981455194434,44.6651913901423
"28",60.6098961999701,44.6304324359334
"29",60.5262915815218,44.6155357412725
"30",60.4984233753723,44.5460178328548
"31",60.4937786743474,44.481465489324
"32",60.4473316640983,44.4169131457933
"33",60.3869505507745,44.3523608022626
"34",60.3497929425752,44.2629806342969
"35",60.2429648190023,44.1934627258792
"36",60.1686496026037,44.1438070770094
"37",59.848165231885,44.0693236037047
"38",59.6902453970381,44.0444957792698
"39",59.6252195826894,43.9948401304
"40",59.5323255621912,44.0395302143829
"41",59.4812338509172,44.1090481228006
"42",59.0167637484262,44.1338759472355
"43",58.9749614392021,44.2977395885058
"44",58.9145803258782,44.4218787106803
"45",58.9563826351024,44.5559489626287
"46",59.0260531504761,44.7843649474298
"47",59.1375259750739,44.9581597184741
"48",59.235064696597,45.0723677108746
"49",59.2954458099208,45.1567823139532
"50",59.3697610263194,45.206437962823
"51",59.3465375211948,45.2461624819189
"52",59.2722223047963,45.2809214361277
"53",59.2304199955721,45.5987175888944
"54",59.1700388822482,45.6235454133293
"55",59.1282365730241,45.693063321747
"56",59.0585660576504,45.5788553293465
"57",58.877422717679,45.5192685507027
"58",58.7845286971808,45.4149916880762
"59",58.7520157900064,45.3305770849975
"60",58.8356204084548,45.0822988406485
"61",58.8867121197288,44.8240894665256
"62",58.9099356248533,44.6999503443511
"63",58.8681333156291,44.6403635657074
"64",58.7473710889815,44.6006390466115
"65",58.7287922848819,44.491396619098
"66",58.8170416043551,44.4218787106803
"67",58.8356204084548,44.2977395885058
"68",58.621964161309,44.253049504523
"69",58.5430042438855,44.1884971609922
"70",58.4222420172379,44.1884971609922
"71",58.3943738110884,44.243118374749
"72",58.2364539762415,44.2828428938449
"73",58.2039410690671,44.3622919320365
"74",58.1342705536935,44.4318098404542
"75",58.1203364506188,44.6453291305944
"76",58.1760728629177,44.7098814741251
"77",58.2225198731668,44.7645026878819
"78",58.2271645741917,44.7992616420907
"79",58.1667834608678,44.8141583367517
"80",58.0599553372949,44.8290550314126
"81",58.0413765331953,44.8836762451694
"82",58.0506659352451,44.9581597184741
"83",58.0971129454942,44.963125283361
"84",58.1667834608678,45.0127809322308
"85",58.2225198731668,45.0872644055355
"86",58.2457433782913,45.2759558712407
"87",58.3200585946899,45.4100261231892
"88",58.3572162028891,45.4944407262678
"89",58.4779784295368,45.5291996804767
"90",58.5337148418357,45.7327878408429
"91",58.6033853572093,45.8320991385824
"92",58.673055872583,45.9065826118871
"93",58.8123969033302,45.9711349554179
"94",58.9378038310028,46.0356872989486
"95",59.1746835832732,46.0307217340616
"96",59.2489987996717,46.0207906042877
"97",59.3047352119706,45.9512726958699
"98",59.3558269232446,45.8668580927913
"99",59.4254974386183,45.8618925279043
"100",59.4812338509172,45.931410436322
"101",59.5694831703904,46.0158250394007
"102",59.6345089847392,46.0803773829314
"103",59.6345089847392,46.1151363371403
"104",59.5880619744901,46.1349985966882
"105",59.5462596652659,46.179688680671
"106",59.4626550468175,46.2194131997668
"107",59.3651163252944,46.2442410242017
